3158,8,3150,2019-06-19,00:07,00:00:20,,4013
5548907336,EE,7911,2019-06-19,00:17,00:00:09,,ep_svpsfe01 
3176,8,3157,2019-06-19,02:23,00:00:14,,4013
3160,8,7911,2019-06-19,06:03,00:00:55,,4013
3156,II,11011011012,2019-06-19,06:40,00:00:01,,EP_sdcxprsat3 
3173,8,3158,2019-06-19,06:45,00:00:15,,4013
3158,8,3459,2019-06-19,06:49,00:00:09,,4013
3160,8,7911,2019-06-19,06:52,00:00:24,,4013
7520,8,2884,2019-06-19,07:00,00:04:17,,4013
3816,**,358073,2019-06-19,07:07,00:01:36,,ep_svgsfe03 
3302,II,9018005630623,2019-06-19,07:07,00:49:57,,ep_svgsfe01 
3816,**,358073,2019-06-19,07:09,00:01:53,,ep_svgsfe03 
5536565524,EE,3146,2019-06-19,07:09,00:00:03,,ep_svpsfe01 
7383,II,90015195140979,2019-06-19,07:17,00:37:51,38105798,ep_sdcgw01 
3063,II,9018005630623,2019-06-19,07:25,00:30:05,,ep_svgsfe01 
7394,8,4573,2019-06-19,07:26,00:01:00,,4013
7388,II,947386976,2019-06-19,07:28,00:20:53,,ep_svgsfe01 
3373,II,947386976,2019-06-19,07:30,00:44:34,,ep_svgsfe01 
3156,8,7911,2019-06-19,07:31,00:00:05,,4013
7388,8,3074,2019-06-19,07:36,00:13:27,,4013
1234567890,8,7388,2019-06-19,07:36,00:13:26,,
7466,II,947386976,2019-06-19,07:39,00:14:42,,ep_svgsfe01 
7057,8,3146,2019-06-19,07:41,00:03:13,,4013
7114,II,946089399,2019-06-19,07:43,00:27:37,,ep_svpmxe01 
3173,8,3158,2019-06-19,07:43,00:00:11,,4013
3236,8,3146,2019-06-19,07:53,00:05:19,,4013
3160,8,7911,2019-06-19,07:53,00:00:45,,4013
3173,8,3172,2019-06-19,07:54,00:00:11,,4013
3229,II,947380308,2019-06-19,07:55,00:40:19,,ep_svgsfe01 
3205,II,951694300,2019-06-19,07:56,00:03:01,,ep_svgsfe01 
3174,8,3173,2019-06-19,07:56,00:00:15,,4013
3111,8,3509,2019-06-19,07:57,00:00:22,,4013
7517,II,9018005630623,2019-06-19,07:59,00:00:12,,ep_svgsfe01 
3205,II,951694300,2019-06-19,08:00,00:06:39,,ep_svgsfe01 
3612,II,11011011012,2019-06-19,08:00,00:00:05,,EP_sdcxprsat1 
3158,8,3154,2019-06-19,08:02,00:00:14,,4013
3206,II,90015854919613,2019-06-19,08:03,00:28:47,,ep_sdcgw01 
7791,II,90016173404082,2019-06-19,08:03,01:08:23,20221718,ep_sdcgw01 
7519,II,952943332,2019-06-19,08:04,00:00:57,,ep_svgsfe01 
7622,II,947386976,2019-06-19,08:04,01:50:54,,ep_svgsfe01 
3315,II,9018005630623,2019-06-19,08:06,00:35:38,,ep_svgsfe01 
7360,II,11011011012,2019-06-19,08:06,00:01:00,,EP_sdcxprsat1 
3014,8,3205,2019-06-19,08:08,00:00:37,,4013
7832,II,90015185470471,2019-06-19,08:08,00:50:55,40401294,ep_sdcgw01 
7019,II,90015854919613,2019-06-19,08:09,00:01:22,53935159,ep_sdcgw01 
3338,II,947386976,2019-06-19,08:09,00:33:50,,ep_svgsfe01 
3460,II,9018005630623,2019-06-19,08:10,00:33:34,,ep_svgsfe01 
3254,II,90018445310749,2019-06-19,08:11,00:43:34,,ep_sdcgw01 
7917,II,11011011012,2019-06-19,08:11,00:00:04,,EP_sdcxprsat3 
3014,8,3205,2019-06-19,08:12,00:00:20,,4013
7349,II,947386976,2019-06-19,08:14,00:27:49,,ep_svgsfe01 
3014,II,5952,2019-06-19,08:16,00:01:00,,EP_sdcxprsat1 
7917,II,11011011012,2019-06-19,08:18,00:00:13,,EP_sdcxprsat3 
7338,8,90012489440567,2019-06-19,08:19,00:18:46,,
3651,II,5952,2019-06-19,08:19,00:00:16,,EP_sdcxprsat2 
7780,II,11011011012,2019-06-19,08:19,00:00:43,,EP_sdcxprsat2 
3014,8,3205,2019-06-19,08:19,00:01:07,,4013
7827,II,941681141,2019-06-19,08:20,00:00:21,,ep_svgsfe01 
3205,8,4694,2019-06-19,08:22,00:01:11,,4013
7815,II,947386976,2019-06-19,08:22,01:07:54,,ep_svgsfe01 
3205,8,3014,2019-06-19,08:23,00:00:13,,4013
3174,8,3150,2019-06-19,08:23,00:00:21,,4013
7173,8,3236,2019-06-19,08:25,00:03:42,,4013
3174,8,4821,2019-06-19,08:26,00:01:50,,4013
3174,8,3154,2019-06-19,08:28,00:01:04,,4013
7809,8,3138,2019-06-19,08:28,00:00:02,,4013
3744,8,90012485767937,2019-06-19,08:29,00:05:39,,
7917,II,11011011012,2019-06-19,08:29,00:00:04,,EP_sdcxprsat1 
3014,II,90447225121800,2019-06-19,08:29,00:01:19,,ep_svptmx01 
3053,II,11011011012,2019-06-19,08:30,00:00:05,,EP_sdcxprsat3 
7258,8,90012485766366,2019-06-19,08:31,00:01:40,,
3346,II,947386976,2019-06-19,08:31,01:24:10,,ep_svgsfe01 
7114,8,4599,2019-06-19,08:32,00:01:52,,4013
3038,II,947386976,2019-06-19,08:32,00:58:54,,ep_svgsfe01 
7565,8,7757,2019-06-19,08:32,00:01:42,,4013
3386,II,947386976,2019-06-19,08:33,00:49:15,,ep_svgsfe01 
3154,8,3174,2019-06-19,08:34,00:01:57,,4013
3229,II,947380308,2019-06-19,08:36,00:02:55,,ep_svgsfe01 
3205,8,3014,2019-06-19,08:36,00:00:25,,4013
3000,II,4961,2019-06-19,08:36,00:00:05,,EP_sdcxprsat3 
3938,II,947386976,2019-06-19,08:37,00:56:29,,ep_svgsfe01 
3000,II,4961,2019-06-19,08:37,00:00:05,,EP_sdcxprsat3 
3088,II,947386976,2019-06-19,08:39,01:16:49,,ep_svgsfe01 
7567,8,3146,2019-06-19,08:40,00:02:42,,4013
3205,8,3014,2019-06-19,08:40,00:00:21,,4013
7903,8,3020,2019-06-19,08:42,00:03:12,,4013
3014,8,3476,2019-06-19,08:43,00:00:57,,4013
3160,8,7174,2019-06-19,08:43,00:01:28,,4013
3160,8,7174,2019-06-19,08:45,00:00:09,,4013
7215,II,90445528143699,2019-06-19,08:45,00:04:46,15783643,ep_svgsfe01 
7909,8,7520,2019-06-19,08:46,00:02:43,,4013
7746,II,11011011012,2019-06-19,08:50,00:00:03,,EP_sdcxprsat1 
7642,8,2276,2019-06-19,08:51,00:05:11,,4013
7419,II,11011011012,2019-06-19,08:51,00:00:05,,EP_sdcxprsat3 
7575,II,90012485125500,2019-06-19,08:52,00:00:10,,EP_MediaSrv3 
7282884946,EE,3244,2019-06-19,08:53,00:01:04,,ep_svpsfe01 
7395,II,11011011012,2019-06-19,08:53,00:00:04,,EP_sdcxprsat3 
3160,8,7133,2019-06-19,08:54,00:00:10,,4013
7917,II,11011011012,2019-06-19,08:54,00:00:36,,EP_sdcxprsat2 
3455,II,986611206,2019-06-19,08:54,00:00:53,,ep_svgsfe01 
3203,II,90012485125500,2019-06-19,08:55,00:24:37,,EP_MediaSrv1 
7292,II,90012485125500,2019-06-19,08:55,00:00:06,,EP_MediaSrv3 
7292,II,11011011009,2019-06-19,08:55,00:26:11,,EP_MediaSrv1 
3819,EE,90012485125500,2019-06-19,08:55,00:59:29,,EP_MediaSrv1 
3205,II,11011011012,2019-06-19,08:57,00:00:05,,EP_sdcxprsat1 
3844,8,3500,2019-06-19,08:57,00:00:30,,4013
7388,II,90012485125500,2019-06-19,08:57,00:00:05,,EP_MediaSrv3 
7388,II,90012485125500,2019-06-19,08:57,00:06:55,,EP_MediaSrv1 
7173,EE,90012485125500,2019-06-19,08:57,00:00:01,,EP_MediaSrv1 
3058,EE,90012485125500,2019-06-19,08:57,00:06:19,,EP_MediaSrv1 
7769,EE,90012485125500,2019-06-19,08:57,00:06:32,,EP_MediaSrv1 
3224,EE,90012485125500,2019-06-19,08:57,00:06:32,,EP_MediaSrv1 
3050,EE,90012485125500,2019-06-19,08:57,00:06:33,,EP_MediaSrv1 
3074,EE,90012485125500,2019-06-19,08:57,00:06:35,,EP_MediaSrv1 
7766,EE,90012485125500,2019-06-19,08:57,00:06:36,,EP_MediaSrv1 
7991,EE,90012485125500,2019-06-19,08:57,00:06:37,,EP_MediaSrv1 
3436,EE,90012485125500,2019-06-19,08:57,00:06:30,,EP_MediaSrv1 
